Site,Latitude,Longitude,Date,Air_Temperature,Wind_Speed_at_3m,DHI,DHI_Uncertainty,DNI,DNI_Uncertainty,GHI,GHI_Uncertainty,Relative_Humidity,Relative_Humidity_Uncertainty,Barometric_Pressure,Barometric_Pressure_Uncertainty,power_out_kwh,power_out_farm_kwh
Osfan - KAU,21.89252,39.2539,2015-02-01,25.2,3.3,2003.5,156.9,5446.4,455.7,5430.1,368.5,61.6,3.0,999.7,5.0,410.335,25440769.463
Osfan - KAU,21.89252,39.2539,2015-03-01,27.5,3.3,2676.5,201.2,4561.6,387.0,5946.6,390.9,59.5,3.0,998.1,5.0,388.353,24077859.623
Osfan - KAU,21.89252,39.2539,2015-04-01,28.1,3.8,3482.9,277.9,4024.7,440.4,6608.3,425.5,51.6,3.0,997.5,5.0,392.426,24330433.399
Osfan - KAU,21.89252,39.2539,2015-05-01,32.4,3.2,3226.5,238.5,4869.5,443.0,7006.7,438.6,48.1,3.0,994.7,5.0,336.404,20857050.258
Osfan - KAU,21.89252,39.2539,2015-06-01,32.4,3.3,3165.4,285.4,5628.0,570.2,7471.7,470.5,47.9,3.0,993.1,5.0,329.359,20420266.981
Osfan - KAU,21.89252,39.2539,2015-07-01,34.2,3.4,2720.0,212.4,6155.6,507.3,7478.9,451.8,41.6,3.0,991.9,5.0,329.822,20448943.72
Osfan - KAU,21.89252,39.2539,2015-08-01,35.6,3.0,3258.7,242.8,4170.3,375.1,6581.4,419.2,54.2,3.0,991.1,5.0,325.998,20211895.4
Osfan - KAU,21.89252,39.2539,2015-09-01,33.9,2.6,2822.2,201.7,4544.8,326.8,6212.6,376.6,60.1,3.0,993.8,5.0,312.827,19395295.105
Osfan - KAU,21.89252,39.2539,2015-10-01,32.4,2.9,2166.2,158.6,4965.9,364.6,5512.2,349.2,57.2,3.0,997.2,5.0,363.696,22549138.992
Osfan - KAU,21.89252,39.2539,2015-11-01,28.5,3.2,1664.6,144.0,5231.8,445.8,4694.4,304.6,61.6,3.0,998.8,5.0,416.879,25846486.555
Osfan - KAU,21.89252,39.2539,2015-12-01,24.4,3.7,1808.1,139.8,3726.8,414.7,3809.7,280.3,56.2,3.0,1003.0,5.0,471.027,29203663.567
Osfan - KAU,21.89252,39.2539,2016-01-01,23.4,3.7,1994.0,149.1,4107.6,401.4,4306.9,303.1,59.3,3.0,1002.9,5.0,461.457,28610342.376
Osfan - KAU,21.89252,39.2539,2016-02-01,25.5,3.8,1917.2,161.5,5463.7,514.6,5352.0,361.9,52.3,3.0,1001.6,5.0,431.797,26771392.015
Osfan - KAU,21.89252,39.2539,2016-03-01,28.0,3.7,2590.3,217.5,4831.5,471.2,5972.8,403.8,58.9,3.0,997.7,5.0,404.527,25080685.328
Osfan - KAU,21.89252,39.2539,2016-04-01,31.1,3.3,2416.8,221.6,6217.9,520.4,6987.0,442.3,46.9,3.0,996.1,5.0,347.303,21532813.509
Osfan - KAU,21.89252,39.2539,2016-05-01,32.5,3.4,2479.8,182.6,6559.5,462.2,7530.2,450.2,52.2,3.0,995.2,5.0,333.713,20690199.693
Osfan - KAU,21.89252,39.2539,2016-06-01,34.4,3.0,2942.3,277.7,5657.0,460.1,7368.4,451.6,48.4,3.0,992.2,5.0,304.964,18907755.166
Osfan - KAU,21.89252,39.2539,2016-07-01,34.7,3.6,2917.6,248.7,5171.8,497.1,6923.7,463.6,49.3,3.0,991.0,5.0,354.377,21971383.353
Osfan - KAU,21.89252,39.2539,2016-08-01,33.8,3.1,2842.5,217.2,4541.4,394.1,6418.1,407.0,61.6,3.0,992.0,5.0,343.292,21284115.438
Osfan - KAU,21.89252,39.2539,2016-09-01,32.8,2.8,2651.5,253.6,4528.1,477.3,6071.6,517.3,69.0,3.0,993.4,4.9,337.153,20903478.494
Osfan - KAU,21.89252,39.2539,2016-10-01,31.1,2.2,2000.9,134.7,5253.3,342.0,5525.2,343.3,68.4,3.0,996.9,5.0,310.058,19223570.118
Osfan - KAU,21.89252,39.2539,2016-11-01,28.9,2.6,1777.8,148.0,4878.0,383.1,4648.7,296.6,59.8,3.0,1000.0,5.0,385.3,23888626.861
Osfan - KAU,21.89252,39.2539,2016-12-01,25.5,3.0,1722.5,163.6,4382.1,561.6,4098.4,419.4,69.1,3.0,1002.2,5.0,435.792,27019127.024
Osfan - KAU,21.89252,39.2539,2017-01-01,24.4,2.9,1567.1,390.4,4919.9,1124.3,4327.0,884.2,71.7,3.0,1001.7,5.0,427.333,26494657.186
Osfan - KAU,21.89252,39.2539,2017-02-01,23.8,3.9,2375.4,571.5,3136.0,1436.5,4364.7,1110.3,54.7,3.0,1001.3,5.0,464.446,28795659.685
Osfan - KAU,21.89252,39.2539,2017-03-01,25.9,3.6,2671.2,761.4,4086.5,1285.7,5568.6,1247.8,64.0,3.0,997.8,5.0,417.467,25882964.364
Osfan - KAU,21.89252,39.2539,2017-04-01,30.2,3.8,2994.4,690.9,4025.6,1243.3,6123.2,1277.3,53.4,3.0,996.6,5.0,397.921,24671082.398
Osfan - KAU,21.89252,39.2539,2017-05-01,32.7,3.6,2983.5,716.5,4517.1,1189.6,6547.2,1369.3,49.6,3.0,995.2,5.0,370.514,22971886.84
Osfan - KAU,21.89252,39.2539,2017-06-01,27.299050632911385,1.9853585980084354,2016.4355555555558,210.94825396825382,6120.162539682542,584.3730158730162,6101.853724247233,535.5805071315365,48.52832278481013,3.0017405063291136,985.0721518987332,4.9332278481012635,268.845,16668401.988
Osfan - KAU,21.89252,39.2539,2017-10-01,30.6,2.7,1764.7,117.5,5868.9,393.1,5653.9,349.7,72.4,3.0,996.7,5.0,351.063,21765890.83
Osfan - KAU,21.89252,39.2539,2017-11-01,28.1,3.0,1781.3,132.6,4614.5,357.4,4491.7,290.0,69.8,3.0,999.3,5.0,415.273,25746934.164
Osfan - KAU,21.89252,39.2539,2018-03-01,28.2,3.2,2231.4,213.3,6115.0,483.7,6460.5,415.4,49.9,3.0,997.8,5.0,365.668,22671416.027
Osfan - KAU,21.89252,39.2539,2018-04-01,29.4,3.2,2679.4,225.5,5946.1,540.2,7129.6,476.0,46.2,3.0,995.7,5.0,342.158,21213785.357
Osfan - KAU,21.89252,39.2539,2018-05-01,33.3,3.7,3148.5,255.3,5293.3,495.4,7282.0,466.3,39.5,3.0,993.8,5.0,354.517,21980064.75
Osfan - KAU,21.89252,39.2539,2018-06-01,33.9,3.3,3114.1,245.7,5273.3,532.0,7254.0,468.8,46.5,3.0,991.6,5.0,330.901,20515872.995
Osfan - KAU,21.89252,39.2539,2018-07-01,34.7,3.0,2931.9,224.3,5391.5,504.9,7178.2,520.5,44.5,3.0,991.7,5.0,310.016,19220999.558
Osfan - KAU,21.89252,39.2539,2018-08-01,34.5,3.2,2527.4,203.6,5710.6,463.8,6917.8,440.1,51.0,3.0,992.0,5.0,332.461,20612589.87
